concept_name,concept_synonym
benzathine penicillin G 120만단위,benzathine penicillin G 1.2 million units
autologus chondrocyte 1200만개이상,More than 12 million autologus chondrocytes
요중 포도당 검사용 시험지,Test strip for urinary glucose test
"dydrogesterone 10mg/1정(A정 14정중), estrodiol hemihydrate 1.08mg/1정(A정 14정중), estrodiol hemihydrate 1.08mg/1정(B정 14정중)","dydrogesterone 10mg/1 tablet (out of 14 tablets A), estrodiol hemihydrate 1.08mg/1 tablet (out of 14 tablets A), estrodiol hemihydrate 1.08mg/1 tablet (out of 14 tablets B)"
"calcium chloride(2백) 514mg/2ℓ, dextrose(2백) 50g/2ℓ, magnesium chloride(2백) 204mg/2ℓ, sodium chloride(2백) 11.572g/2ℓ, sodium lactate solution(2백) 15.694g/2ℓ","calcium chloride (2 bags) 514mg/2ℓ, dextrose (2 bags) 50g/2ℓ, magnesium chloride (2 bags) 204mg/2ℓ, sodium chloride (2 bags) 11.572g/2ℓ, sodium lactate solution (2 bags) 15.694g/ 2l"
"fluticasone furoate(micronized) 3mg(100μg/회), vilanterol trifenatate(micronized) (as vilanterol 0.75mg(25μg/회))","fluticasone furoate (micronized) 3mg (100μg/time), vilanterol trifenatate (micronized) (as vilanterol 0.75mg (25μg/time))"
"aminoacetic acid 1.98g(A액400mL중), calcium chloride 0.5298g(B액600mL중), glucose monohydrate 330g(B액600mL중), L-alanine 5.82g(A액400mL중), L-arginine monoglutamate 5.98g(A액400mL중), L-aspartic acid 1.8g(A액400mL중), L-glutamic a","aminoacetic acid 1.98g (in 400mL of solution A), calcium chloride 0.5298g (in 600mL of solution B), glucose monohydrate 330g (in 600mL of solution B), L-alanine 5.82g (in 400mL of solution A), L-arginine monoglutamate 5.98g (in 400 mL of solution A), L-aspartic acid 1.8 g (in 400 mL of solution A), L-glutamic a"
"aprotinin 3MI.U(A병), calcium chloride 17.7mg(D병), human plasma fibrinogen 0.195-0.345g(B병), human plasma thrombin 1.2-1.8KI.U(C병)","aprotinin 3MI.U (bottle A), calcium chloride 17.7mg (bottle D), human plasma fibrinogen 0.195-0.345g (bottle B), human plasma thrombin 1.2-1.8KI.U (bottle C)"
"aminoacetic acid(glycine) 3.072g(B액399.36mL중), calcium chloride dihydrate 0.384g(B액399.36mL중), glucose 11 (glucose anhydate 129.792g)(A액1180.8mL중), intralipid 20 (purified soybean oil 67.968g)(C액339.84mL중), L-alanine 6.336g(B","aminoacetic acid (glycine) 3.072g (in 399.36mL of solution B), calcium chloride dihydrate 0.384g (in 399.36mL of solution B), glucose 11 (glucose anhydate 129.792g) (in 1180.8mL of solution A), intralipid 20 (purified soybean oil) 67.968g) (in 339.84mL of liquid C), L-alanine 6.336g (B)"
"glucose monohydrate (as glucose 225g)(A액 750mL중), sodium dihydrogen phosphate dihydrate 3.51g(A액 750mL중), zinc acetate dihydrate 9.87mg(A액 750mL중), medium-chain triglycerides 37.5g(B액 375mL중), purified soybean oil 30g(B액 375mL","glucose monohydrate (as glucose 225g) (in 750mL of solution A), sodium dihydrogen phosphate dihydrate 3.51g (in 750mL of solution A), zinc acetate dihydrate 9.87mg (in 750mL of solution A), medium-chain triglycerides 37.5g (in 375mL of solution B) ), purified soybean oil 30g (liquid B 375mL"
"calcium chloride dihydrate 0.17g(A액228ml중), glucose monohydrate (as glucose 51.22g)(B액394ml중), glycine 2.51g(A액228ml중), L-alanine 3.19g(A액228ml중), L-arginine 2.736g(A액228ml중), L-histidine 0.684g(A액228ml중), L-isoleucine ","calcium chloride dihydrate 0.17g (in 228ml of solution A), glucose monohydrate (51.22g as glucose) (in 394ml of solution B), glycine 2.51g (in 228ml of solution A), L-alanine 3.19g (in 228ml of solution A), L -arginine 2.736g (in 228ml of solution A), L-histidine 0.684g (in 228ml of solution A), L-isoleucine"
"aminoacetic acid 2.975g(A액500mL중), calcium chloride 0.331g(B액500mL중), dextrose 120g(B액500mL중), L-alanine 10.5g(A액500mL중), L-arginine 2.025g(A액500mL중), L-cysteine hydrochloride 50mg(A액500mL중), L-histidine 0.6g(A액500m","aminoacetic acid 2.975g (in 500mL of solution A), calcium chloride 0.331g (in 500mL of solution B), dextrose 120g (in 500mL of solution B), L-alanine 10.5g (in 500mL of solution A), L-arginine 2.025g (A) (in 500 mL of solution), L-cysteine ​​hydrochloride 50 mg (in 500 mL of solution A), L-histidine 0.6 g (in 500 ml of solution A)"
"aminoacetic acid 1.49g(A액300mL중), calcium chloride dihydrate 0.1655g(B액250mL중), dextrose 60g(B액250mL중), L-alanine 0.75g(A액300mL중), L-arginine 1.015g(A액300mL중), L-cysteine hydrochloride monohydrate 0.025g(A액300mL중), L-hi","Aminoacetic acid 1.49g (in 300mL of solution A), calcium chloride dihydrate 0.1655g (in 250mL of solution B), dextrose 60g (in 250mL of solution B), L-alanine 0.75g (in 300mL of solution A), L-arginine 1.015g (in 300mL of solution A) (in 300 mL of solution A), L-cysteine ​​hydrochloride monohydrate 0.025g (in 300 mL of solution A), L-hi"
"calcium chloride dihydrate 0.444g(C액600mL중), glucose monohydrate 123.75g(C액600mL중), glycine 2.634g(B액600mL중), L-alanine 5.496g(B액600mL중), L-arginine 3.72g(B액600mL중), L-aspartic acid 1.098g(B액600mL중), L-glutamic acid 1","Calcium chloride dihydrate 0.444g (in 600mL of solution C), glucose monohydrate 123.75g (in 600mL of solution C), glycine 2.634g (in 600mL of solution B), L-alanine 5.496g (in 600mL of solution B), L-arginine 3.72g (in 600 mL of solution B), L-aspartic acid 1.098 g (in 600 mL of solution B), L-glutamic acid 1"
"aminoacetic acid(glycine) 2.304g(B액299.52mL중), calcium chloride dihydrate 0.288g(B액299.52mL중), glucose 11 (glucose anhydate 97.344g)(A액 885.6mL중), intralipid 20 (purified soybean oil 50.4g)(C액254.88mL중), L-alanine 4.752g(B액","aminoacetic acid (glycine) 2.304g (in 299.52mL of solution B), calcium chloride dihydrate 0.288g (in 299.52mL of solution B), glucose 11 (glucose anhydate 97.344g) (in 885.6mL of solution A), intralipid 20 (purified soybean oil) 50.4g) (in 254.88mL of solution C), 4.752g of L-alanine (in 254.88mL of solution B)"
"glucose monohydrate (as glucose 180g)(A액 500mL중), sodium dihydrogen phosphate dihydrate 3.12g(A액 500mL중), zinc acetate dihydrate 8.78mg(A액 500mL중), medium-chain triglycerides 25g(B액 250mL중), purified soybean oil 20g(B액 250mL중","Glucose monohydrate (as glucose 180g) (in 500mL of solution A), sodium dihydrogen phosphate dihydrate 3.12g (in 500mL of solution A), zinc acetate dihydrate 8.78mg (in 500mL of solution A), medium-chain triglycerides 25g (in 250mL of solution B) , 20g of purified soybean oil (in 250mL of solution B)"
tramadol hydrochloride 0.2g(1회/1일),tramadol hydrochloride 0.2g (once/day)
"azelastine hydrochloride 16.44mg(0.137mg/회), fluticasone propionate 6mg(50µg/회)","azelastine hydrochloride 16.44mg (0.137mg/time), fluticasone propionate 6mg (50µg/time)"
"calcium chloride 0.3675g(A용액 1000mL중)(2백), dextrose monohydrate 33g(A용액 1000mL중)(2백), magnesium chloride 0.2033g(A용액 1000mL중)(2백), sodium chloride 11.279g(A용액 1000mL중)(2백), sodium lactate 50% solution 15.69g(B용","Calcium chloride 0.3675g (in 1000mL of solution A) (2 bags), dextrose monohydrate 33g (in 1000mL of solution A) (2 bags), magnesium chloride 0.2033g (in 1000mL of solution A) (2 bags), sodium chloride 11.279g (A) (in 1000mL of solution) (2 bags), sodium lactate 50% solution 15.69g (for B)"
"calcium chloride 0.3675g(A용액 1000mL중)(2백), dextrose monohydrate 50g(A용액 1000mL중)(2백), magnesium chloride hexahydrate 0.2033g(A용액 1000mL중)(2백), sodium chloride 11.279g(A용액 1000mL중)(2백), sodium lactate 50% solution ","Calcium chloride 0.3675g (in 1000mL of solution A) (2 bags), dextrose monohydrate 50g (in 1000mL of solution A) (2 bags), magnesium chloride hexahydrate 0.2033g (in 1000mL of solution A) (2 bags), sodium chloride 11.279g ( (2 bags in 1000mL of solution A), sodium lactate 50% solution"
"calcium chloride 1.1025g(A분획 250mL중), dextrose monohydrate 5.5g(A분획 250mL중), magnesium chloride hexahydrate 0.50825g(A분획 250mL중), potassium chloride 1.491g(A분획 250mL중), sodium bicarbonate 14.744g(B분획 4750mL중), sodiu","Calcium chloride 1.1025g (in 250mL of fraction A), dextrose monohydrate 5.5g (in 250mL of fraction A), magnesium chloride hexahydrate 0.50825g (in 250mL of fraction A), potassium chloride 1.491g (in 250mL of fraction A), sodium bicarbonate 14.744g ( (in 4750mL of fraction B), sodiu"
"calcium chloride 0.385875g(A용액 750mL중)(2백), dextrose monohydrate 70.125g(A용액 750mL중)(2백), magnesium chloride 0.152475g(A용액 750mL중)(2백), sodium chloride 8.45925g(A용액 750mL중)(2백), sodium lactate 50% solution 11.7675","Calcium chloride 0.385875g (in 750mL of solution A) (2 bags), dextrose monohydrate 70.125g (in 750mL of solution A) (2 bags), magnesium chloride 0.152475g (in 750mL of solution A) (2 bags), sodium chloride 8.45925g ( (2 bags in 750mL of solution A), sodium lactate 50% solution 11.7675"
"calcium chloride dihydrate 0.44g(A액600mL중), glucose monohydrate (as glucose 134.68g)(B액1036mL중), glycine 6.6g(A액600mL중), L-alanine 8.4g(A액600mL중), L-arginine 7.2g(A액600mL중), L-histidine 1.8g(A액600mL중), L-isoleucine 3g","calcium chloride dihydrate 0.44g (in 600mL of solution A), glucose monohydrate (as glucose 134.68g) (in 1036mL of solution B), glycine 6.6g (in 600mL of solution A), L-alanine 8.4g (in 600mL of solution A), L -arginine 7.2g (in 600mL of solution A), L-histidine 1.8g (in 600mL of solution A), L-isoleucine 3g"
"calcium chloride dihydrate 0.253g(B액342mL중), glucose monohydrate (as glucose 76.7g)(A액590mL중), glycine 3.523g(B액342mL중), L-alanine 7.079g(B액342mL중), L-arginine 3.933g(B액342mL중), L-histidine 1.642g(B액342mL중), L-isoleucin","calcium chloride dihydrate 0.253g (in 342mL of solution B), glucose monohydrate (as glucose 76.7g) (in 590mL of solution A), glycine 3.523g (in 342mL of solution B), L-alanine 7.079g (in 342mL of solution B), L -arginine 3.933g (in 342mL of solution B), L-histidine 1.642g (in 342mL of solution B), L-isoleucin"
"aminoacetic aicd 30.5g(A액550mL중), calcium chloride 0.331g(B액550mL중), dextrose 120g(B액550mL중), L-alanine 1.775g(A액550mL중), L-arginine 2.375g(A액550mL중), L-cysteine hydrochloride 60mg(A액550mL중), L-histidine 0.7g(A액550m","aminoacetic aicd 30.5g (in 550mL of solution A), calcium chloride 0.331g (in 550mL of solution B), dextrose 120g (in 550mL of solution B), L-alanine 1.775g (in 550mL of solution A), L-arginine 2.375g (A) (in 550 mL of solution), L-cysteine ​​hydrochloride 60 mg (in 550 mL of solution A), L-histidine 0.7 g (in 550 mL of solution A)"
"calcium chloride 0.6431g(A용액 1250mL중)(2백), dextrose monohydrate 62.5g(A용액 1250mL중)(2백), magnesium chloride 0.2541g(A용액 1250mL중)(2백), sodium chloride 14.09875g(A용액 1250mL중)(2백), sodium lactate 50% solution 19.6125g","Calcium chloride 0.6431g (in 1250mL of solution A) (2 bags), dextrose monohydrate 62.5g (in 1250mL of solution A) (2 bags), magnesium chloride 0.2541g (in 1250mL of solution A) (2 bags), sodium chloride 14.09875g ( (2 bags in 1250mL of solution A), sodium lactate 50% solution 19.6125g"
"calcium chloride 77mg(2액 20mL중), dextrose 0.46g(2액 20mL중), glutathione disulfate 92mg(2액 20mL중), magnesium chloride 0.1g(2액 20mL중), potassium chloride 0.1896g(1액 480mL중), sodium bicarbonate 1.0512g(1액 480mL중), sodium ch","Calcium chloride 77mg (in 2 solutions 20mL), dextrose 0.46g (in 2 solutions 20mL), glutathione disulfate 92mg (in 2 solutions 20mL), magnesium chloride 0.1g (in 2 solutions 20mL), potassium chloride 0.1896g (in 1 solution 480mL) ), sodium bicarbonate 1.0512g (in 480mL of 1 solution), sodium ch"
tramadol hydrochloride 0.15g(1회/1일),tramadol hydrochloride 0.15g (once/day)
"drospirenone 2mg/정, estrodiol hemihydrate (as estrodiol 1mg/정)","drospirenone 2mg/tablet, estrodiol hemihydrate (as estrodiol 1mg/tablet)"
"bacillus subtilis·streptococcus faecium(streptococcus faecium 4.5억마리,bacillus subtilis 0.5억마리) 0.125g","bacillus subtilis·streptococcus faecium (450 million streptococcus faecium, 050 million bacillus subtilis) 0.125g"
"aprotinin 1MI.U(A병), calcium chloride 5.9mg(D병), human plasma fibrinogen 65-115mg(B병), human plasma thrombin 400-600I.U(C병)","aprotinin 1MI.U (bottle A), calcium chloride 5.9mg (bottle D), human plasma fibrinogen 65-115mg (bottle B), human plasma thrombin 400-600I.U (bottle C)"
"calcium chloride 0.643125g(A용액 1250mL중)(2백), dextrose monohydrate 116.875g(A용액 1250mL중)(2백), magnesium chloride 0.254125g(A용액 1250mL중)(2백), sodium chloride 14.09875g(A용액 1250mL중)(2백), sodium lactate 50% solution 1","calcium chloride 0.643125g (in 1250mL of solution A) (2 bags), dextrose monohydrate 116.875g (in 1250mL of solution A) (2 bags), magnesium chloride 0.254125g (in 1250mL of solution A) (2 bags), sodium chloride 14.09875g ( (2 bags in 1250mL of solution A), sodium lactate 50% solution 1"
"alanine 8.73g(C액750mL중), arginine 4.86g(C액750mL중), asparaginic acid 2.7g(C액750mL중), calcium chloride dihydrate 0.88125g(C액750mL중), glucose monohydrate (as glucose anhydrate) 225g(A액750mL중), glutamic acid 6.315g(C액750mL중","alanine 8.73g (in 750mL of solution C), arginine 4.86g (in 750mL of solution C), asparaginic acid 2.7g (in 750mL of solution C), calcium chloride dihydrate 0.88125g (in 750mL of solution C), monohydrate (as glucose anhydrate) 225g (in 750mL of solution A), glutamic acid 6.315g (in 750mL of solution C)"
"calcium chloride dihydrate 0.74g(A액1000mL중), glucose monohydrate (as glucose 249.9g) (B액595mL중), glycine 11g(A액1000mL중), L-alanine 14g(A액1000mL중), L-arginine 12g(A액1000mL중), L-histidine 3g(A액1000mL중), L-isoleucine 5g(","Calcium chloride dihydrate 0.74g (in 1000mL of solution A), glucose monohydrate (as glucose 249.9g) (in 595mL of solution B), glycine 11g (in 1000mL of solution A), L-alanine 14g (in 1000mL of solution A), L-arginine 12g (in 1000mL of solution A), 3g of L-histidine (in 1000mL of solution A), 5g of L-isoleucine (in 1000mL of solution A)"
"calcium chloride dihydrate 0.539g(B액729mL중), glucose monohydrate (as glucose 166g)(A액433mL중), glycine 7.509g(B액729mL중), L-alanine 15.09g(B액729mL중), L-arginine 8.384g(B액729mL중), L-histidine 3.499g(B액729mL중), L-isoleucine","calcium chloride dihydrate 0.539g (in 729mL of solution B), glucose monohydrate (as glucose 166g) (in 433mL of solution A), glycine 7.509g (in 729mL of solution B), L-alanine 15.09g (in 729mL of solution B), L- arginine 8.384g (in 729mL of solution B), L-histidine 3.499g (in 729mL of solution B), L-isoleucine"
"aclidinium bromide(micronized) 24mg(400μg/회), formoterol fumarate dihydrate 0.72mg(12μg/회)","aclidinium bromide (micronized) 24mg (400μg/time), formoterol fumarate dihydrate 0.72mg (12μg/time)"
"calcium chloride dihydrate 0.92g(A용액 3750mL중)(2백), dextrose monohydrate 75g(A용액 3750mL중)(2백), magnesium chloride hexahydrate 0.255g(A용액 3750mL중)(2백), sodium bicarbonate 11.61g(B용액 1250mL중)(2백), sodium chloride 24.","Calcium chloride dihydrate 0.92g (in 3750mL of solution A) (2 bags), dextrose monohydrate 75g (in 3750mL of solution A) (2 bags), magnesium chloride hexahydrate 0.255g (in 3750mL of solution A) (2 bags), sodium bicarbonate 11.61g (in 1250mL of solution B) (2 bags), sodium chloride 24."
"calcium chloride 0.5145g(A용액 1000mL중)(2백), dextrose monohydrate 50g(A용액 1000mL중)(2백), magnesium chloride 0.2033g(A용액 1000mL중)(2백), sodium chloride 11.279g(A용액 1000mL중)(2백), sodium lactate 50% solution 15.69g(B용","Calcium chloride 0.5145g (in 1000mL of solution A) (2 bags), dextrose monohydrate 50g (in 1000mL of solution A) (2 bags), magnesium chloride 0.2033g (in 1000mL of solution A) (2 bags), sodium chloride 11.279g (A) (in 1000mL of solution) (2 bags), sodium lactate 50% solution 15.69g (for B)"
"umeclidinium bromide(micronized) (as umeclidinium 1.875mg(62.5μg/회)), vilanterol trifenatate(micronized) (as vilanterol 0.75mg(25μg/회))","umeclidinium bromide (micronized) (as umeclidinium 1.875mg (62.5μg/time)), vilanterol trifenatate (micronized) (as vilanterol 0.75mg (25μg/time))"
"aminoacetic acid(glycine) 2.304g(B액299.52mL중), calcium chloride dihydrate 0.288g(B액299.52mL중), glucose 11 (glucose anhydrate 97.344g)(A액 885.6mL중), intralipid 20 (purified soybean oil 50.976g)(C액254.88mL중), L-alanine 4.752g(B","aminoacetic acid (glycine) 2.304g (in 299.52mL of solution B), calcium chloride dihydrate 0.288g (in 299.52mL of solution B), glucose 11 (glucose anhydrate 97.344g) (in 885.6mL of solution A), intralipid 20 (purified soybean oil) 50.976g) (in 254.88mL of C solution), L-alanine 4.752g (B)"
"calcium chloride 0.385875g(A용액 750mL중)(2백), dextrose monohydrate 37.5g(A용액 750mL중)(2백), magnesium chloride 0.152475g(A용액 750mL중)(2백), sodium chloride 8.45925g(A용액 750mL중)(2백), sodium lactate 50% solution 11.7675g(","Calcium chloride 0.385875g (in 750mL of solution A) (2 bags), dextrose monohydrate 37.5g (in 750mL of solution A) (2 bags), magnesium chloride 0.152475g (in 750mL of solution A) (2 bags), sodium chloride 8.45925g ( (in 750mL of solution A) (2 bags), sodium lactate 50% solution 11.7675g ("
"alanine 8.49g(C액500mL중), arginine 4.73g(C액500mL중), asparaginic acid 2.63g(C액500mL중), calcium chloride dihydrate 0.77875g(C액500mL중), glucose monohydrate (as glucose anhydrate) 180g(A액500mL중), glutamic acid 6.14g(C액500mL중","alanine 8.49g glucose (in 500mL of solution C), arginine 4.73g (in 500mL of solution C), asparaginic acid 2.63g (in 500mL of solution C), calcium chloride dihydrate 0.77875g (in 500mL of solution C), monohydrate (as glucose anhydrate) 180g (in 500mL of solution A), glutamic acid 6.14g (in 500mL of solution C)"
"calcium chloride 0.3675g(A용액 1000mL중)(2백), dextrose monohydrate 93.5g(A용액 1000mL중)(2백), magnesium chloride hexahydrate 0.2033g(A용액 1000mL중)(2백), sodium chloride 11.279g(A용액 1000mL중)(2백), sodium lactate 50% solution ","Calcium chloride 0.3675g (in 1000mL of solution A) (2 bags), dextrose monohydrate 93.5g (in 1000mL of solution A) (2 bags), magnesium chloride hexahydrate 0.2033g (in 1000mL of solution A) (2 bags), sodium chloride 11.279g (2 bags in 1000mL of solution A), sodium lactate 50% solution"
"calcium chloride dihydrate 0.12g(A액157.5ml중), glucose monohydrate (as glucose 35.36g)(B액272ml중), glycine 1.73g(A액157.5ml중), L-alanine 2.21g(A액157.5ml중), L-arginine 1.89g(A액157.5ml중), L-histidine 0.47g(A액157.5ml중), L-iso","Calcium chloride dihydrate 0.12g (in 157.5ml of solution A), glucose monohydrate (as glucose 35.36g) (in 272ml of solution B), glycine 1.73g (in 157.5ml of solution A), L-alanine 2.21g (in 157.5ml of solution A) ), L-arginine 1.89g (in 157.5ml of solution A), L-histidine 0.47g (in 157.5ml of solution A), L-iso"
"aminoacetic aicd 2.98g(A액600mL중), calcium chloride dihydrate 0.331g(B액500mL중), dextrose 120g(B액500mL중), L-alanine 10.5g(A액600mL중), L-arginine 2.03g(A액600mL중), L-histidine 0.6g(A액600mL중), L-leucine 1.93g(A액600mL중),","aminoacetic aicd 2.98g (in 600mL of solution A), calcium chloride dihydrate 0.331g (in 500mL of solution B), dextrose 120g (in 500mL of solution B), L-alanine 10.5g (in 600mL of solution A), L-arginine 2.03g (in 600mL of solution A) (in 600 mL of solution A), L-histidine 0.6 g (in 600 mL of solution A), L-leucine 1.93 g (in 600 mL of solution A),"
"calcium chloride 1.1025g(A분획 250mL중), dextrose monohydrate 5.5g(A분획 250mL중), magnesium chloride hexahydrate 0.50825g(A분획 250mL중), sodium bicarbonate 14.744g(B분획 4750mL중), sodium chloride 30.65175g(B분획 4750mL중)","Calcium chloride 1.1025g (in 250mL of fraction A), dextrose monohydrate 5.5g (in 250mL of fraction A), magnesium chloride hexahydrate 0.50825g (in 250mL of fraction A), sodium bicarbonate 14.744g (in 4750mL of fraction B), sodium chloride 30.65175g (in 4750mL of fraction B) (in 4750 mL of fraction B)"
"bacillus subtilis·streptococcus faecium(streptococcus faecium 9억마리,bacillus subtilis 1억마리) 0.25g","bacillus subtilis·streptococcus faecium (streptococcus faecium 900 million, bacillus subtilis 100 million) 0.25g"
"calcium chloride 0.6425g(0.257mg/mL)(2백), dextrose 62.5g(25mg/mL)(2백), magnesium chloride 0.127g(50.8μg/mL)(2백), sodium chloride 13.45g(5.38mg/mL)(2백), sodium lactate 11.2g(4.48mg/mL)(2백)","calcium chloride 0.6425g (0.257mg/mL) (2 bags), dextrose 62.5g (25mg/mL) (2 bags), magnesium chloride 0.127g (50.8μg/mL) (2 bags), sodium chloride 13.45g (5.38mg) /mL) (2 bags), sodium lactate 11.2g (4.48mg/mL) (2 bags)"
"calcium chloride 0.7717g(A용액 1500mL중)(2백), dextrose monohydrate 75g(A용액 1500mL중)(2백), magnesium chloride 0.30495g(A용액 1500mL중)(2백), sodium chloride 16.9185g(A용액 1500mL중)(2백), sodium lactate 50% solution 25.535g(B","Calcium chloride 0.7717g (in 1500mL of solution A) (2 bags), dextrose monohydrate 75g (in 1500mL of solution A) (2 bags), magnesium chloride 0.30495g (in 1500mL of solution A) (2 bags), sodium chloride 16.9185g (A) (in 1500mL of solution) (2 bags), sodium lactate 50% solution 25.535g (B"
"calcium chloride dihydrate 0.592g(C액800mL중), glucose monohydrate 165g(C액800mL중), glycine 3.512g(B액800mL중), L-alanine 7.328g(B액800mL중), L-arginine 4.96g(B액800mL중), L-aspartic acid 1.464g(B액800mL중), L-glutamic acid 2.52","Calcium chloride dihydrate 0.592g (in 800mL of solution C), glucose monohydrate 165g (in 800mL of solution C), glycine 3.512g (in 800mL of solution B), L-alanine 7.328g (in 800mL of solution B), L-arginine 4.96g (in 800mL of solution B) (in 800 mL of solution B), L-aspartic acid 1.464 g (in 800 mL of solution B), L-glutamic acid 2.52"
pranlukast hydrate 0.1125g/회,pranlukast hydrate 0.1125g/time
"calcium chloride 0.77175g(A용액 1500mL중)(2백), dextrose monohydrate 140.25g(A용액 1500mL중)(2백), magnesium chloride 0.30495g(A용액 1500mL중)(2백), sodium chloride 16.9185g(A용액 1500mL중)(2백), sodium lactate 50% solution 23.53","Calcium chloride 0.77175g (in 1500mL of solution A) (2 bags), dextrose monohydrate 140.25g (in 1500mL of solution A) (2 bags), magnesium chloride 0.30495g (in 1500mL of solution A) (2 bags), sodium chloride 16.9185g ( (2 bags in 1500mL of solution A), sodium lactate 50% solution 23.53"
"calcium chloride 0.5145g(A용액 1000mL중)(2백), dextrose monohydrate 93.5g(A용액 1000mL중)(2백), magnesium chloride 0.2033g(A용액 1000mL중)(2백), sodium chloride 11.279g(A용액 1000mL중)(2백), sodium lactate 50% solution 15.69g(B","Calcium chloride 0.5145g (in 1000mL of solution A) (2 bags), dextrose monohydrate 93.5g (in 1000mL of solution A) (2 bags), magnesium chloride 0.2033g (in 1000mL of solution A) (2 bags), sodium chloride 11.279g ( In 1000mL of solution A) (2 bags), sodium lactate 50% solution 15.69g (B"
"fluticasone furoate(micronized) 6mg(200μg/회), vilanterol trifenatate(micronized) (as vilanterol 0.75mg(25μg/회))","fluticasone furoate (micronized) 6mg (200μg/time), vilanterol trifenatate (micronized) (as vilanterol 0.75mg (25μg/time))"
"calcium chloride 0.77175g(A용액 1500mL중)(2백), dextrose monohydrate 49.5g(A용액 1500mL중)(2백), magnesium chloride 0.30495g(A용액 1500mL중)(2백), sodium chloride 16.9185g(A용액 1500mL중)(2백), sodium lactate 50% solution 23.535g","Calcium chloride 0.77175g (in 1500mL of solution A) (2 bags), dextrose monohydrate 49.5g (in 1500mL of solution A) (2 bags), magnesium chloride 0.30495g (in 1500mL of solution A) (2 bags), sodium chloride 16.9185g ( (2 bags in 1500mL of solution A), sodium lactate 50% solution 23.535g"
"calcium chloride dihydrate 0.684g(B액924mL중), glucose monohydrate (as glucose 210.2g)(A액550mL중), glycine 9.517g(B액924mL중), L-alanine 19.127g(B액924mL중), L-arginine 10.626g(B액924mL중), L-histidine 4.435g(B액924mL중), L-isoleu","calcium chloride dihydrate 0.684g (in 924mL of solution B), glucose monohydrate (as glucose 210.2g) (in 550mL of solution A), glycine 9.517g (in 924mL of solution B), L-alanine 19.127g (in 924mL of solution B), L -arginine 10.626g (in 924mL of solution B), L-histidine 4.435g (in 924mL of solution B), L-isoleu"
자오가·우슬·방풍·두충·구척·흑두 dried ext.(20→1) 0.3g,"Zaojia, Useul, Bangpung, Euchung, Gucheok, Black bean dried ext.(20→1) 0.3g"
"aminoacetic acid 1.65g(A액400mL중), calcium chloride 0.36996g(B액600mL중), glucose monohydrate 88.02g(B액600mL중), L-alanine 4.85g(A액400mL중), L-arginine monoglutamate 4.98g(A액400mL중), L-aspartic acid 10.5g(A액400mL중), L-glutam","aminoacetic acid 1.65g (in 400mL of solution A), calcium chloride 0.36996g (in 600mL of solution B), glucose monohydrate 88.02g (in 600mL of solution B), L-alanine 4.85g (in 400mL of solution A), L-arginine monoglutamate 4.98 g (in 400 mL of solution A), L-aspartic acid 10.5 g (in 400 mL of solution A), L-glutam"
"calcium chloride dihydrate 1.03402g(C액533mL중), glucose monohydrate 161.2325g(C액533mL중), glycine 10.53129g(B액1067mL중), L-alanine 21.9802g(B액1067mL중), L-arginine 14.88465g(B액1067mL중), L-aspartic acid 4.39604g(B액1067mL중), ","Calcium chloride dihydrate 1.03402g (in 533mL of solution C), glucose monohydrate 161.2325g (in 533mL of solution C), glycine 10.53129g (in 1067mL of solution B), L-alanine 21.9802g (in 1067mL of solution B), L-arginine 14.88465g (in 1067 mL of solution B), L-aspartic acid 4.39604 g (in 1067 mL of solution B),"
"aminoacetic acid(glycine) 3.542g(B액449.68mL중), calcium chloride dihydrate 0.4466g(B액449.68mL중), glucose 19 (glucose anhydate 149.38g)(A액790.02mL중), intralipid 20 (purified soybean oil 60.06g)(C액300.3mL중), L-alanine 7.238g(B","aminoacetic acid (glycine) 3.542g (in solution B 449.68mL), calcium chloride dihydrate 0.4466g (in solution B 449.68mL), glucose 19 (glucose anhydate 149.38g) (in solution A 790.02mL), intralipid 20 (purified soybean oil) 60.06g) (in 300.3mL of C solution), L-alanine 7.238g (B"
"aminoacetic acid(glycine) 4.12g(B액400mL중), calcium chloride 0.264g(C액 400mL중), glucose 40% (glucose anhydate 160g) 176g(C액 400mL중), intralipid 20% (purified soybean oil 40g) 200mL(A액200mL중), L-alanine 8.28g(B액400mL중), L-a","aminoacetic acid (glycine) 4.12g (in 400mL of solution B), calcium chloride 0.264g (in 400mL of solution C), glucose 40% (glucose anhydate 160g) 176g (in 400mL of solution C), intralipid 20% (purified soybean oil 40g) 200mL (in 200mL of solution A), L-alanine 8.28g (in 400mL of solution B), L-a"
"calcium chloride dihydrate 0.6615g(C액 750mL중), glucose monohydrate (as glucose anhydrate) 120g(A액 750mL중), glycine 2.475g(C액 750mL중), L-alanine 7.275g(C액 750mL중), L-arginine 4.05g(C액 750mL중), L-asparaginic acid 2.25g(C액 7","calcium chloride dihydrate 0.6615g (in 750mL of solution C), glucose monohydrate (as glucose anhydrate) 120g (in 750mL of solution A), glycine 2.475g (in 750mL of solution C), L-alanine 7.275g (in 750mL of solution C), L -arginine 4.05g (in C solution 750mL), L-asparaginic acid 2.25g (C solution 7)"
