concept_name,concept_synonym
HALLU-FIX PLATE,HALLU-FIX 플레이트
F.C,FC
PRISMAFLEX HF SET,프리즈마플렉스 HF 세트
STERLING ST INTERFERENCE SCREW,스털링 세인트 간섭 나사
PEEL-APART DESILET,PEEL-APART 데질렛
ALUMINA HEAD,알루미나 헤드
NEURO NAVIGATION REGISTRATION MASK,신경 내비게이션 등록 마스크
MARFLOW TITANIUM STONE BASKET,MARFLOW 티타늄 스톤 바구니
DOUBLE LUMEN MULTICATH,더블 루멘 멀티캐스
RC PREP (SYRINGE TYPE),RC 준비(주사기형)
RADISTOP,라디오스톱
GM SUTION FIX,GM SUTION FIX
DESILETS-HOFFMAN ADULT THIN WALL SHEATH-ARTE INTRODUCER,DESILETS-HOFFMAN 성인 얇은 벽 외장-ARTE 소개자
AGILITY TOTAL ANKLE SYSTEM,민첩성 총 발목 시스템
INNEX PATELLAR,이넥스 파텔라
DISPOSABLE CANISTER,일회용 캐니스터
NEAL UNDERPAD,닐 언더패드
SMART CAST,스마트캐스트
BOLIO,상처받았어
ENDO-KNEE PATELLA,엔도-무릎 슬개골
NARROW ACP,좁은 ACP
NEOFIX FC,네오픽스 FC
PEAK ANTERIOR COMPRESSION PLATE SET,피크 전방 압박 플레이트 세트
DETACHABLE COIL,분리형 코일
FLO WIRE,플로 와이어
ANATOMICAL FEMUR DISTAL ACP PLATE,해부학적 대퇴골 원위 ACP 플레이트
BED-CARE,침대 관리
REDIX-C130,REDIX-C130
CRYO ABLATION PROBE,극저온 절제 프로브
CUSTOM MADE TOTAL HIP PROSTHESIS ENDO MODEL,맞춤형 고관절 보철물 엔도 모델
ANKLE ACP PLATE,발목 ACP 플레이트
TAPERFLO STEP TAPER,테이퍼플로 스텝 테이퍼
FRONTIER Ⅱ,프론티어 Ⅱ
INCANTO-S,인칸토-S
OXYPARA,옥시파라
AUTOFUSER KIT (BOLUS),자동 퓨저 키트(BOLUS)
STABILIS SYSTEM (SET),안정적인 시스템(세트)
LOCKSTITCH INCISION CLOSURE SYSTEM,박음질 절개 폐쇄 시스템
FORTIFY VR(Q TYPE),FORTIFY VR(Q타입)
MYCUBER,마이큐버
DYNAMIC TIBIA NAIL SET,다이나믹 경골 네일 세트
SIR IMPLANT ROD,임플란트 로드 선생님
SCREW OCTOPUS,스크류 문어
RESONATE EL MRI ICD DR,RESONATE EL MRI ICD DR
VARIFIX TRANSVERSE FIXATOR SET,VARIFIX 트랜스버스 픽서 세트
TITANIUM FRACTURE PLATE,티타늄 파쇄판
IF-NPR3N,IF-NPR3N
PALMAZ (SCHATZ) STENT,PALMAZ (보물) 스텐트
SPINA SERVO LSO,스피나 서보 LSO
TCD SCREW SET,TCD 나사 세트
TOPCLOSURE 3S,탑클로저 3S
TUTOPLAST CANCELLOUS PARTICLES,투토플라스트 해소성 입자
DOUBLE FIX(IV.L / IV.M),더블픽스(IV.L / IV.M)
J-MAXX URETERAL STENT,J-MAXX 요관 스텐트
TLS,TLS
IV RF SET 1,IV RF 세트 1
UKNEE TIBIAL INSERT(XUC),UKNEE 경골 삽입물(XUC)
MAC STENT,맥 스텐트
DURACON WEDGE,듀라콘 웨지
GUIDE WIRE COPE MANDRIL,가이드 와이어 코프 맨드릴
FREESTYLE OA,프리스타일 OA
SURGI SKINCLO,써지 스킨클로
INTER-OP DURASUL PROTRUSIO INSERT,INTER-OP DURASUL PROTRUSIO 인서트
ALL FIT DRAIN PATCH,올핏 드레인 패치
I.V. CONTROL SET,IV 컨트롤 세트
SWISSPLUS DENTAL IMPLANT FIXTURE,SWISSPLUS 치과용 임플란트 고정 장치
JUBILEUM GASTROINTESTINAL TUBE AND CATHETER 2 CHANNEL,JUBILEUM 위장관 및 카테터 2 채널
INTEGRA ARTIFICIAL SKIN,인테그라 인공 피부
HEATED WICK CIRCUIT,가열 심지 회로
COOL ELASTIC BANDAGE,시원한 탄력 붕대
COMBITRANS,콤비트랜스
JOSTENT BIFURCATION (BARE),JOSTENT 분기(베어)
H-MOOS STEM,H-무스 줄기
DEL,의
"LOCKING SCREW,CROSS-PIN SELF-TAPPING","잠금 나사, 크로스핀 셀프 태핑"
CORSINEL,코르시넬
EVL DEVICE PNEUMO-ACTIVATE,EVL 장치 뉴모-활성화
HYPAFIX,하이파픽스
TRIPLE-FIX TRANSVERSE LINK SET,트리플-픽스 트랜스버스 링크 세트
THINOPTX PHCOO1 LENS,THINOPTX PHCOO1 렌즈
PULSAR-MAX ⅡDDDR PACEMAKER,PULSAR-MAX ⅡDDDR 심박조율기
MOLTENO M-SPHERE,MOLTENO M-구체
ALLEGRETTO- TIBIAL COMPONENT,알레그레토 - 경골 구성요소
PENKO G CLIP,펜코 G 클립
REBIRTH THROMBUS ASPIRATION CATHETER,REBIRTH 혈전 흡인 카테터
TRACKER SET EM,추적기 세트 EM
HALF ROUND POINT (RING FIXATOR)WIRE,하프 라운드 포인트(링 고정 장치)와이어
GOD'S HAND(RADIAL),신의 손(방사형)
DISCOVERY PACEMAKER,디스커버리 심장박동기
JPBIO PLIF SPINAL PEEK CAGE Ⅲ,JPBIO PLIF SPINAL PEEK CAGE Ⅲ
TURBO TRACKER CATHETER,터보 추적기 카테터
FEMOSTOP GOLD,페모스탑 골드
COMPACT CD HOOK SET,컴팩트 CD 후크 세트
NON-ROTATABLE PERCUTANEOUS NITINOL BILIARY LITHOTRIPTORS,회전 불가능한 경질성 니티놀 담석쇄석기
SEASORB AG,시소브 AG
INFU-GREEN PLUS(FILTER) R,인퓨그린플러스(필터)R
BIOFLEX∥TRANSVERSE FLEX LONG RING ROD,BIOFLEX|횡방향 플렉스 롱 링 로드
MERIDIAN STEM,자오선 줄기
LUMBARSLIDING SPLINT,요추 슬라이딩 부목
KONGOU PTCA BALLOON CATHETER,KONGOU PTCA 풍선 카테터
TRACKER (EXCEL) CATHETER,추적기(EXCEL) 카테터
STARTER,기동기
SWEET TIP LEAD,달콤한 팁 리드
PLEURACAN CATHETER,흉막 카테터
HINTEGRA SYSTEM,시스템 통합
CATHETER PERITONEAL DIALYSIS,카테터 복막투석
ISOLOCK SCREW SET,ISOLOCK 나사 세트
G/BRACE,G/브레이스
POROLOCK CEMENTLESS STEM,POROLOCK 시멘트 없는 스템
BIPOLAR HEAD,양극성 머리
INTEGRITY MICRO DR PACEMAKER,무결성 마이크로 DR 심박조율기
CROSSFLEX STENT,크로스플렉스 스텐트
BIFURCATED BLADE ALTDORF PATTERN PLATE,분기 블레이드 ALTDORF 패턴 플레이트
AMPLATZER SIZING BALLOON CATHETER,AMPLATZER 크기 조절 풍선 카테터
INNOMED STERILE DRESSING,이노메드 멸균 드레싱
TEMPO D PACEMAKER,템포 D 심장박동기
CDO SYSTEM,CDO 시스템
RADIUS,반지름
ENPULSE PACEMAKER,ENPULSE 심박조율기
SURGICAL SKIN CLOSURE,외과적 피부 봉합
ISOLA TRANSVERSE SET,솔라 가로 세트
INPLANT UCLA AB SYSTEM,시스템별 UCLA 임플란트
CS CDF FIX LOCK-2,CS CDF FIX LOCK-2
SINGLE LUMEN PICC CATHETER WITH OBTURATOR,폐쇄 장치가 있는 단일 루멘 PICC 카테터
STRAIGHT NARROW RECONSTRUCTION PLATE,직선형 좁은 재구성 플레이트
INFUSER BASAL/BOLUS,주입기 기초/볼루스
N2,N2
EXTERNAL 3INONE ABUTMENT,외부 3INONE 어버트먼트
INJECTAFLOW VARIABLE INJECTION NEEDLES,INJECTAFLOW 가변 주입 바늘
JUXTA FIT ESSENTIALS LOWER LEG,하체의 필수사항에 따라
REPLANT,옮겨 심다
NEUROFORM 2 MICRODELIVERY STENT SYSTEM,NEUROFORM 2 마이크로딜리버리 스텐트 시스템
FERGUSON GUIDING CATHETER,퍼거슨 가이드 카테터
MO.MA ULTRA PROXIMAL CEREBRAL PROTECTION DEVICE,MO.MA 초근위 뇌 보호 장치
MINITORQUER DETACHABLE BALLOON  CATHETER,MINITORQUER 분리형 풍선 카테터
GUEDELFIX,게델픽스
25GA DISPOSABLE HIGH SPEED VITRECTOMY CUTTER,25GA 일회용 고속 유리체 절단기
RESECTOSCOPIC ELECTRODE(LOOP TYPE),절제경 전극(루프형)
FIXING CONNECTOR,고정 커넥터
OTPS PIN,OTPS 핀
NECK GUARD,넥 가드
UNI -TRAC STENT,UNI-TRAC 스텐트
MIZZEN GUIDE WIRE,미젠 가이드 와이어
ESTHETIC ABUTMENT-ANGLED,심미적 어버트먼트-각진
BRILLIANT S+,뛰어난 S+
HYFENCE,하이펜스
PREESURE BANDAGE (DISK),프레셔 붕대(디스크)
CELONPRO BREATH,셀론프로 브레스
COFIELD (2)SHOULDER SET,코필드 (2)숄더 세트
HAMILTON-BC8022,해밀턴-BC8022
ANGIO CATHETER,혈관 카테터
RAPIGRAFT,RAPIGRAFT
NIROYAL ADVANCE,니로열 어드밴스
UNIPLATE CERVICAL SCREW SET,유니플레이트 경추 나사 세트
NOBELREPLACE™ TAPERED GROOVY,NOBELREPLACE™ 테이퍼드 그루비
BALLOON REPLACEMENT GASTROSTOMY TUBE,풍선 교체 위루관 튜브
VIDAVA,비다바
OCTA ABUTMENT [EZ],옥타 어버트먼트 [EZ]
SUPPERPORE,슈퍼포어
EX-IV FILTER SET-P,EX-IV 필터 세트-P
FREEZOR/FREEZOR XTRA,프리저/프리저 엑스트라
TOHAMED,토하메드
DENVER PERITONEO-VENOUS SHUNT,덴버 복막-정맥 션트
ACTIVEWRAP ELBOW,액티브랩 엘보우
ASR RESURFACING HEAD AND STEM SYSTEM,ASR 재포장 헤드 및 스템 시스템
ZEPHYR DDDR,제피르 DDDR
BIOLOX FORTE BALL HEAD,BIOLOX FORTE 볼 헤드
SULOX (BALL)HEAD,설록스(볼)헤드
TIMX ROD SCREW SET,TIMX 로드 나사 세트
SYNMESH ROUND END RING,싱크메시 라운드 엔드 링
SMOOTH ROUND SALINE BREAST IMPLANT,부드럽고 둥근 식염수 유방 보형물
SAFEGUARD RADIAL,보호 장치 방사형
FLEX-U ROD,플렉스-U 로드
TITANIUM SCREW FOR USE WITH RING,링과 함께 사용하기 위한 티타늄 나사
BASKA MASK,버스 마스크
SMARTSPINE SI SUPPORT,SMARTSPINE SA 지원
REGATTA CATHETER,레가타 카테터
SHUNT V-P & V-A DISTAL FLUSHING RESERVOIR,션트 VP 및 VA 원위 세척 저장소
LORDOTEC,로드텍
COOK MINI BASKET,쿡 미니 바구니
MULTILOAD,멀티로드
ICEROD I-THAW RENAL KIT,ICEROD I-THAW 신장 키트
ACOS SKIN STAPLER,ACOS 스킨 스테이플러
WITHFIX - LEVIN,WITHFIX - 레빈
SYNSTER PTLIF CAGEII,신스터 PTLIF CAGEII
CUREWRAP,다양성
TUTOPLAST CARTILAGE,투토플라스트 연골
TITANIUM  BONE  SCREW,티타늄 뼈 나사
SAL-MOBILE BEARING A/P+ROT,SAL-모바일 베어링 A/P+ROT
VALGULOC Ⅱ,발굴록 Ⅱ
EQUINOX ANTERIOR CERVICAL PLATE SET,EQUINOX 전방 경추 플레이트 세트
CARDIOBLATE GEMINI SURGICAL ABLATION DEVICE,심장 박동 제미니 수술 절제 장치
INTERNAL SINGLE STAGE IMPLANT - RBT WITH LASER-LOK,내부 단일 단계 임플란트 - Laser-LOK를 사용한 RBT
TUTOPLAST SPONGIOSA BLOCK-P,투토플라스트 스폰기오사 블록-P
ANGIOPLASTY OLBERT BALLOON CATHETER,혈관성형술 올버트 풍선 카테터
INCANTO-S WITH NEEDLE,바늘이 달린 인칸토-S
KASS SCREW,카스 스크류
LENTIS L-302-1,렌즈 L-302-1
ZENITH AAA GRAFT TRI FAB LEG EXTENSION,ZENITH AAA 그래프트 TRI FAB 다리 확장
ENDOTRACHEAL TUBES (ENDOSOFT-PLUS),기관내 튜브(ENDOSOFT-PLUS)
S-VALVE(FILTER),S-밸브(필터)
INOFOLEY-FIX,이노폴리-픽스
COTTON-HUIBREGTSE BILIARY STENT,COTTON-HUIBREGTSE 담즙 스텐트
VERTE-STACK VERTEBRAL BODY,척추체 척추체
BIOMATRIX FLEX BIOLIMUS A9 ELUTING CORONARY STENT SYTEM,BIOMATRIX FLEX BIOLIMUS A9 용출 관상동맥 스텐트 시스템
FLASH PTCA BALLOON CATHETER,플래시 PTCA 풍선 카테터
ZA-STENT,ZA-스텐트
ASNIS 2 GUIDED SCREW WASHER,ASNIS 2 가이드 스크류 와셔
LOCKIT PLUS,락킷 플러스
INFU REGULATOR FILTER SET(0.2),INFU 레귤레이터 필터세트(0.2)
OXINIUM FEMORAL COMPONENT,옥시늄 대퇴 구성요소
THERMAL SENSOR,열 센서
Q-GUARD INTERVENTIONAL HEMOSTATIC PAD,Q-GUARD 중재적 지혈 패드
END POINT SILICONE DOUBLE PIGTAIL STENT,엔드 포인트 실리콘 더블 피그테일 스텐트
MULTIFIX I.V-Ⅱ,멀티픽스 IV-Ⅱ
INSUREGRAF,인슈어그라프
JOSTENT SIDEBRANCH (BARE),JOSTENT 곁가지(베어)
ULTRAFLEX ESOPHAGEAL STENT,울트라플렉스 식도 스텐트
SILVASORB SILVER ANTIMICROBIAL DRESSING   - A-080713,SILVASORB 실버 항균 드레싱 - A-080713
CAVITON,캐비턴
"REFLEX 5MM AUTOMATIC ENDOSCOPIC CLIP APPLIER,15M/L LOCKING CLIPS","REFLEX 5MM 자동 내시경 클립 적용 장치, 15M/L 잠금 클립"
"TIBIALIS TENDON (ANTERIOR, POSTERIOR)","경골 힘줄(전방, 후방)"
ABLOC,에이블록
M-FUSION DEVICE,M-퓨전 장치
LP SYSTEM,LP시스템
DIRECT INFUSION DEVICE(5㎛),직접주입장치(5㎛)
MALLEO IMMOBIL WALKER,MALLEO 이동식 워커
OSTEOFIL RT DBM PASTE,OSTEOFIL RT DBM 페이스트
ALSIOL 3D TORIC,알시올 3D 토릭
T(OBLIQUE) PLATE,T(비스듬한) 플레이트
CS LOC T,CS LOC T
OMEGA SPINE SYSTEM TRANSVERSE LINK,오메가 척추 시스템 횡단 링크
SIR-SPHERES DELIVERY SET AND V-VIAL,SIR-SPHERES 배송 세트 및 V-Vial
SLIMLINE SINGLE-USE PH CATHETER(ONE CHANNEL),슬림라인 일회용 PH 카테터(채널 1개)
IMAGER CATHETER,이미저 카테터
EZ-FOLEY,폴리입니다
LEXUS Ⅱ ANTERIOR CERVICAL PLATE SCREW,LEXUS Ⅱ 전방 경추 플레이트 나사
CORE GUARD,코어 가드
ARTHOS STENT,아르토스 스텐트
REF-STAR RMT EXTERNAL REFERENCE PATCH CATHETER,REF-STAR RMT 외부 참조 패치 카테터
CERVICORE,세르비코어
LINK SB CHARITE,링크 SB 자선
TSUNAMI GOLD,쓰나미 골드
KOMPREX FOAM RUBBER BANDAGE,KOMPREX 폼 고무 붕대
TWINFIX AB SUTURE ANCHOR,TWINFIX AB 봉합 앵커
MULTI-FIX SPINE SYSTEM  ROD,멀티픽스 척추 시스템 로드
LOW PROFILE VALVE II (LPV II) SET,로우 프로파일 밸브 II(LPV II) 세트
FEMORAL REPLACEMENT PART,대퇴부 교체 부품
FEMORAL SHAFT,대퇴골 샤프트
VENOUS COMPRESSION STOCKINGS,정맥 압박 스타킹
ALL PROXIMAL FLUSHING VALVE,모든 근위 플러싱 밸브
GENZYME OPCAB ELITE SYSTEM,젠자임 OPCAB 엘리트 시스템
MEMO FIX,메모 수정
NICOM ELECTRODES,니콤 전극
SUPERSTITHCH VASCULAR SUTURING DEVICE WITH ACCESSORIES,액세서리가 포함된 슈퍼스티치 혈관 봉합 장치
MVS PROBE,MVS 프로브
AREX STEM,아렉스 스템
ANTHOGYR STANDARD & MULTI-UNIT ANGLED ABUTMENTS,ANTHOGYR 표준 및 다중 유닛 각진 어버트먼트
SKATER DRAINAGE CATHETER,스케이터 배수 카테터
HEMOZIP,헤모집
PERCUTANEOUS PIGTAIL NEPHROSTOMY CATHETER,경피 변발 신장 절제술 카테터
INTER-OP PROTRUSIO SHELL (CUP),인터옵 돌출부 쉘(컵)
PHERON PTA BALLOON CATHETER,PHERON PTA 풍선 카테터
OCUFIX1 AMNIOTIC MEMBRANE,OCUFIX1 양막
BIOCOMPRESSION SCRW,생체압축 SCRW
NASOPORE,NASOPORE
RELIEF COMPRESSION STOCKINGS (THIGH-HIGH),릴리프 압박 스타킹(허벅지 높이)
SURGITOME,수술
COROFLEX CORONARY STENT,COROFLEX 관상동맥 스텐트
TANDEM DRAINABLE POUCH,탠덤 배수형 파우치
RADIAL ARTERY COMPRESSION TOURNIQUET,요골 동맥 압박 지혈대
NEO-PRO IV PUMP FILTER,NEO-PRO IV 펌프 필터
LAP LOOP,랩 루프
GENESIS,창세기
ULTRA NEEDLE KIT,울트라 니들 키트
SURGIFROST-CRYOPROBE,서리로스트-저온탐침
PHLEGM SUCTION CATHETER,담흡인 카테터
RAYCUT,레이컷
SAFCON FILTER,사프콘 필터
SELECTION 9000 PACEMAKER,셀렉션 9000 심박조율기
INTERNAL ANGLED ESTHETIC ABUTMENT,내부 각진 심미적 어버트먼트
DIABECARE DANA,당뇨병 관리 다나
GRAFTON DBM MATRIX STRIPS,그래프턴 DBM 매트릭스 스트립
PFC PE LINER,PFC PE 라이너
SUBMERGED FREESTYLE ABUTMENT -REGULAR,서브머지드 프리스타일 어버트먼트 - 레귤러
DERMABOND PRINEO,더마본드 프리네오
MULTIFIX B PLUS,멀티픽스 B 플러스
TIBIAL INTERLOCKING NAIL SET,경골 인터로킹 네일 세트
RENOVA IMPLANT SYSTEM,구현 시스템 갱신
DISPOSABLE NEBULIZER SMALL MASK,일회용 분무기 소형 마스크
EF LINE FILTER(5㎛),EF LINE FILTER(5㎛)
MINERALIZED CORTIAL POWDER,미네랄화된 코르티얼 파우더
HEMOR,헤모르
INNEX SPACER,이넥스 스페이서
INTERCEED ABSORBABLE ADHESION BARRIER,인터시드 흡수성 접착 장벽
ACELOCK PLUS,에이스락 플러스
CELSITE DOUBLE VENOUS ACCESS PORT,Celsite 이중 정맥 접근 포트
JPBIO SPINAL FIXATION SYSTEM II_ROD,JPBIO 척추 고정 시스템 II_ROD
ACEGRIP F,에이스그립 F
ANTERIOR SPINAL FIXATION PLATE,전방 척추 고정판
OPER CAT,오페라캣
ASCENSION MUH,승천 무
SURGI CHITO,수르기 치토
TIBIA PLATE,경골판
SEEKER  GUIDE WIRE,시커 가이드 와이어
SUB-4 SMALL VESSEL BALLOON DILATION CATHETER,SUB-4 소형 혈관 풍선 확장 카테터
SUGIWRAP KNEE/LEG,스기랩 무릎/다리
NAVISTAR THERMOCOOL SMART TOUCH ABLATION CATHETER,NAVISTAR THERMOCOOL 스마트 터치 절제 카테터
WITHFIX - FOLEY,위픽스 - 폴리
TSUNAMI,쓰나미
AXIS CERVICAL SCREW,축 경추 나사
"I.O.L(XP60A,XP-50B,XP-50C,XP-55B,XP-55C)","IOL(XP60A,XP-50B,XP-50C,XP-55B,XP-55C)"
CLO,클로
PERITONEAL DIALYSIS MULTI-HOLE ROUND TIP CATHETER,복막 투석 다중 홀 원형 팁 카테터
COAXIAL CATHETER,동축 카테터
SENTRY BALLOON CATHETER,센트리 풍선 카테터
Y-ADAPTERS,Y-어댑터
"CLRFLX, CLRFLXC","CLRFLX, CLRFLXC"
N FIX,엔픽스
INTER-OP DURASUL HOODED INSERT,INTER-OP DURASUL 후드 인서트
HYSHIELD,하이쉴드
GEM DR SERIES,보석 DR 시리즈
GLADFIX,글래드픽스
SEEDNET GOLD NEEDLES 1.5MM ICEROD KIT,SEEDNET 골드 바늘 1.5MM ICEROD 키트
HEALTHPORT SPINAL,건강 척추
DDS-EZ FILTER 5㎛,DDS-EZ FILTER 5㎛
RIDER PTA BALLOON CATHETER,라이더 PTA 풍선 카테터
MEFIX,메픽스
SAPPHIRE NXT DETACHABLE COIL (FIBERED & PLATINUM ALLOY),SAPPHIRE NXT 분리형 코일(섬유질 및 백금 합금)
SPECIMEN BAG,표본 가방
OSTEOLOCK CUP,오스테락 컵
SCN SET,SCN 세트
OATS (OSTEOCHONDRAL AUTOGRAFT TRANSFER SYSTEM) : TUBE HARVESTER SET,OATS(골연골 자동 이식 시스템) : 튜브 수확기 세트
DREAM DYNAMIC SYSTEM SCREW SET,드림 다이나믹 시스템 나사 세트
LMA SUPREME,LMA 최고
TRANSEAL PLUS,트랜스실 플러스
PHOTON μ DR,광자 μ DR
PALATEX-C,PALATEX-C
JPBIO SPINAL FIXATIOIN SYSTEM_CROSS LINK,JPBIO 척추 고정 시스템_CROSS LINK
BBB,BBB
ZEISS HYDROPHILIC ACRYLIC,자이스 친수성 아크릴
TUOREN I PAD,투오렌 아이패드
ECCENTRIC CUP,편심 컵
MIDIFIX L-I,미디픽스 LI
BIRMIGHAM METAL HEAD,버밍엄 메탈 헤드
OXYFIX,옥시픽스
NATRELLE 410 SILICONE-FILLED BREAST IMPLANT,NATRELLE 410 실리콘 충전 유방 보형물
OXYGEN MASK FIX 2,산소마스크 픽스 2
FARMALASTIC STOCKING SOCK,FARMALASTIC 스타킹 양말
OASYS BLOCKER,오아시스 차단제
PRESSFIT CUP INSERT,프레스핏 컵 인서트
MEGAAMNION,메가암니언
Y-HOLDER,Y-홀더
DENTTO PREP EDTA CREAM,덴토 프렙 에타 크림
AORTIC ARCH CANNULAE,대동맥궁 캐뉼라
BOOMERANG VERTE-STACK SPINAL SYSTEM,부메랑 수직 스택 척추 시스템
OPTIMA CATHETER,옵티마 카테터
TRACHEOSTOMY TUBE MONTANDON STANDARD CUFFED,기관절개술 튜브 MONTANDON 표준 커프드
ENSEAL TISSUE SEALER ETRIO,ENSEAL 티슈 실러 ETRIO
RADI BAND,밴드가 작동하다
OCTOPUS 3 SYSTEM,옥토퍼스 3 시스템
DYFLEX-Ⅲ SPINAL FIXATION SYSTEM,DYFLEX-III 척추 고정 시스템
M-KEEP,엠킵
JS-L11,JS-L11
HIGH SPEED VITREOUS CUTTER WITH POSTERIOR TUBING SET(4900CE),후방 튜브 세트가 포함된 고속 유리 절단기(4900CE)
ENDO-KNEE FEMORAL COMPONENT,엔도-무릎 대퇴부 구성요소
PRISMA M100 SET,프리즈마 M100 세트
RELIEF COMPRESSION STOCKINGS(CHAP LEFT),릴리프 압축 스타킹(왼쪽 부분)
INFUSER P.C.M,인퓨저 PCM
SC FIX,SC픽스
CORTEX SCREW SELF CUTTING,CORTEX 나사 자체 절단
NANOCRYSTALLINE PEROSSAL,나노결정질 퍼로살
CAROTID ARTERY,경동맥
"Allergen IOL (PS53ANB, PS54ANB)","알레르기 유발 물질 IOL(PS53ANB, PS54ANB)"
FLEX-T PROBE,FLEX-T 프로브
OMEGA CORONARY STENT,오메가 관상동맥 스텐트
DASHER GUIDE WIRE,대셔 가이드 와이어
SILICONE LMA,실리콘 LMA
VIRTUOSO DR,버추오소 DR
ACTROS SR,배우씨
TEFGEN-FD,테프겐-FD
SENS-Z STRAIGHT PROBE,SENS-Z 직선 프로브
SR(SAFE RADIAL) BAND,SR(안전 방사형) 밴드
QUIKFLAP SYSTEM,퀵플랩 시스템
"OSTEOTOMY CANCELLOUS SCREW, NEXGEN","절골술 취소 나사, NEXGEN"
TEMPERATURE SENSING FOLEY BALLOON CATHETER,온도 감지 폴리 풍선 카테터
REDIX-W210,REDIX-W210
THREADED CANNULA,스레드 캐뉼라
POSISEP X,POSISEP X
BIOFLEX DOMINO CONNECTER,바이오플렉스 도미노 커넥트
LINEAR STAPLER,선형 스테이플러
MICRO FILTER SYRINGE Ⅱ,마이크로 필터 주사기 Ⅱ
OSTEO-TEC BROS SC(PIN),OSTEO-TEC BROS SC(핀)
AMBULATORY INFUSION PUMP (WALKMED) DRUG RESERVOIR BAGS,외래 주입 펌프(WALKMED) 약물 저장백
SHEATH,칼집
B-P KNEE PATELLAR COMPONENT,BP 무릎 슬개골 구성 요소
HOLTER MONITORING MEMORY CARD,홀터 모니터링 메모리 카드
FLEX SPINAL FIXATION SYSTEM SCREW SET,FLEX 척추 고정 시스템 나사 세트
"MICRONY SR(K, II)PACEMAKER","마이크로니 SR(K, II)심장박동기"
JPBIO PLIF SPINAL PEEK CAGE II,JPBIO PLIF 척추 엿보기 케이지 II
FLOTRAC SENSOR,플로트랙 센서
EZ RAP CHEST-SURGI BRA,EZ RAP 체스트-서지 브라
MD-CHELCREAM (SYRINGE TYPE),MD-CHELCREAM (주사기형)
CELL SEPARATION,세포 분리
ROTATABLE PANCREATIC EXTRACTOR BASKET(S/S),회전식 췌장 추출기 바구니(S/S)
OSTEO INJECTOR,골다공증 인젝터
DFIX CATHETER SECUREMENT DEVICE,DFIX 카테터 고정 장치
YUN EXTENSION FILTER CAP,YUN 확장 필터 캡
P.O.GELTEX,포겔텍스
ENDOSTENT CONVERTER,내재 변환기
AUTOMED 3400,자동화 3400
TEMPO V PACEMAKER,템포 V 심장박동기
NEOFIX PLUS IV N,네오픽스 플러스 IV N
MENISCUS ARROW,메니스커스 화살
THE ARTERY COMPRESSION TOURNIQUET(FOR FEMORAL ARTERY),동맥 압박 지혈대(대퇴 동맥용)
EASY PRESSO(EP-101),이지프레소(EP-101)
MEGA ACER KIT,메가 에이서 키트
MONARCH ROD,모나크 로드
UNIPLATE CERVICAL SCREW,유니플레이트 경추 나사
MULTIFIX IV BASIC,멀티픽스 IV 기본
LUNA PLIF PEEK CAGE,루나 플리프 픽 케이지
HUMERAL ACP PLATE,상완골 ACP 플레이트
GRIP&SEAL,그립&amp;씰
HEATED WIRE BREATHING CIRCUIT KIT,가열 와이어 호흡 회로 키트
HTY-FN5.0,HTY-FN5.0
2.0 MINI T PLATE,2.0 미니 T 플레이트
DIRECT INFUSION DEVICE,직접 주입 장치
ALTO SPLINT C,알토 스플린트 C
TORCON BALLOON EMBOLIZATION CATHETER,TORCON 풍선 색전술 카테터
CONTOURED URINE BAG (WITH CONDOM),컨투어드 소변백(콘돔 포함)
MINI-CROWN STENT,미니크라운 스텐트
ISOLA HOOK SET,솔라 후크 세트
CLIPAD,클립패드
T-PODOD,T-PODOD
RT319,RT319
AMNISITE-BA,AMNISITE-BA
CS SILICON TAPE,CS 실리콘 테이프
MULTIFIX CV-J,멀티픽스 CV-J
TOP PROBE,탑 프로브
MAGIC CATHETER,매직 카테터
DIAMOND VALVE (BURR HOLE WITH ANTI SIPHON DEVICE),다이아몬드 밸브(사이폰 방지 장치가 있는 버 홀)
RESECTOSCOPIC ELECTRODE(NEEDLE TYPE),절제경 전극(바늘형)
"SWR-IVPF, IVAF","SWR-IVPF, IVAF"
ROD WITHOUT PLATE,플레이트가 없는 로드
OSTEOFIL RT ICM,오스테오필 RT ICM
TRANSMITTER,송신기
BIO K-15,바이오 K-15
FEMOSEAL VASCULAR CLOSURE SYSTEM,대퇴골 혈관 폐쇄 시스템
CHUBBY PTCA BALLOON CATHETER,통통한 PTCA 풍선 카테터
CURA C / RENO HS / RENO H PLUS,CURA C / RENO HS / RENO H 플러스
FILTER REGULATOR I.V INFUSION SET(3-WAY),필터 레귤레이터 IV 주입 세트(3방향)
ZENITH CERVICAL SCREW,천정 경추 나사
AKREOS,에이커
"E-CLEAN MU ABUTMENT(COUPLE,ANGLE)","이클린 뮤 어버트먼트(커플,앵글)"
CELON PROSURGE,목표 번영
WINNER EXTRICATION COLLAR,우승자 구출 칼라
CLARION MULTI-STRATEGY COCHLEAR IMPLANT-CⅡ BIONIC EAR,CLARION 다중 전략 달팽이관 이식-CII 생체공학 귀
ESOPHAGEAL ENDOPROSTHESIS INTRODUCER,식도내인공삽입술 소개자
ASKINA SOFT,아스키나소프트
MARGUERITE Ⅱ,마거리트 Ⅱ
TSRH (FLEX)HEX END RODS,TSRH(플렉스) 육각 엔드 로드
WALKING BRACE,보행 보조기
SURLOK HELICAL STONE BASKETS,SURLOK 헬리컬 스톤 바구니
IRM,IRM
