concept_name,concept_synonym
Intracerebral Vascular Anastomosis-Direct,두개강내혈관문합술-직접법
Intracerebral Vascular Anastomosis- Indirect,"두개강내 혈관문합술-간접법[EDAS, EMAS 등]"
Carotid Artery Ligation,경동맥결찰술
Operation Of Spinal Arteriovenous Malformation,척수동정맥기형수술[척수혈관종포함]
Operation Of Cns Anomaly-Encephalocele,중추신경계기형수술-대뇌류
Operation Of Cns Anomaly-Myelomeningocele,중추신경계기형수술-척수수막류
Operation Of Cns Anomaly-Meningocele,중추신경계기형수술-수막류
Operation Of Cns Anomaly-Lipomyelomeningocele,중추신경계기형수술-지방척수수막류
Operation Of Cns Anomaly-Tethered Spinal Cord,중추신경계기형수술- 척수결박증
Excision Of Intramedullary Tumor Or Lesion-Cervical Spine,척수내종양및병소절제술-경추
Excision Of Intramedullary Tumor Or Lesion-Thoracic Spine,척수내종양및병소절제술-흉추
Excision Of Intramedullary Tumor Or Lesion-Lumbar Spine,척수내종양및병소절제술-요추
Excision Of Extradural Tumor Or Lesion-Cervical Spine-Involving Pedicle And/Or Vertebral Body,척수경막외종양및병소절제술[경추]-척추경또는척추체를포함하는경우
Excision Of Extradural Tumor Or Lesion-Cervical Spine-Without Pedicle And Vertebral Body,척수경막외종양및병소절제술[경추]-척추경또는척추체를포함하지아니한경우
Excision Of Extradural Tumor Or Lesion-Thoracic Spine-Involving Pedicle And/Or Vertebral Body,척수경막외종양및병소절제술[흉추]-척추경또는척추체를포함하는경우
Excision Of Extradural Tumor Or Lesion-Thoracicl Spine-Without Pedicle And Vertebral Body,척수경막외종양및병소절제술[흉추]-척추경또는척추체를포함하지아니한경우
Excision Of Extradural Tumor Or Lesion-Lumbar Spine-Involving Pedicle And/Or Vertebral Body,척수경막외종양및병소절제술[요추]-척추경또는척추체를포함하는경우
Excision Of Extradural Tumor Or Lesion-Lumbar Spine-Without Pedicle And Vertebral Body,척수경막외종양및병소절제술[요추]-척추경또는척추체를포함하지아니한경우
Shunt Operation Or Bypass Operation- Subdural/Subarachnoid- Other,단락술또는측로조성술-경막하또는지주막하와타부위간
Shunt Operation Or Bypass Operation-Ventriculo-Other,단락술또는측로조성술-뇌실과타부위간
Shunt Operation Or Bypass Operation-Intramedullary Cyst/Syrinx To Other,단락술또는측로조성술-척수내낭종또는척수공동과타부위간
Repair Of Csf Leakage-Intracranial,뇌척수액루수술-두개강내
Repair Of Csf Leakage- Intraspinal,뇌척수액루수술-척추강내
Repair Of Csf Leakage-Nasal Approach,뇌척수액루수술-비강접근
Repair Of Csf Leakage- Transauricular Approach,뇌척수액루수술-이과적접근 
Implantation Of Vagus Nerve Stimulator,미주신경자극기설치술
Operation Of Epilepsy(Implantation Of Electrodes For Diagnosis)-Open,간질수술(진단을위한전극삽입)-관혈적
Operation Of Epilepsy(Implantation Of Electrodes For Diagnosis)-Stereotaxic,간질수술(진단을위한전극삽입)-뇌정위적심부삽입
Operation Of Epilepsy- Temporal Lobectomy,간질수술-측두엽절제술[경련부촛점제거술]
Operation Of Epilepsy-Transection Of Corpus Callosum,간질수술-뇌량체절단술
Operation Of Epilepsy-Cerebral Lobectomy,간질수술-뇌엽절제술[반구절제포함]
Operation Of Epilepsy Multiple Subpial Transection,간질수술-다발성대뇌피질연막하절단술
Endoscopic Brain Surgery- For Diagnosis,뇌내시경수술-진단목적
Endoscopic Brain Surgery- For Fenestration,뇌내시경수술-개창술
Endoscopic Brain Surgery- Removal Of  Tumor Or Cyst,뇌내시경수술-종양또는낭종절제
Endoscopic Brain Surgery- Others,"뇌내시경수술-기타[혈종,농양배액등]"
"Cns Stereotatic Operation- Biopsy, Aspiration, Excision Of Lesion, Hematoma Removal ","중추신경계정위수술-생검,흡인,병소절제,혈종제거"
Cns Stereotatic Operation- Creation  Of Lesion -Simple,중추신경계정위수술-병소발생술[단순]
Cns Stereotatic Operation- Creation  Of Lesion -Complex, 중추신경계정위수술-병소발생술-복잡[3개이상] 
Cerebral Lobotomy,뇌엽절단술[대상회전절개포함]
Craniotomy For Drainage Of Intracranial Abscess-Drainage,농양배농또는적출을위한개두술-농양배농
Craniotomy For Drainage Of Intracranial Abscess-Excision,농양배농또는적출을위한개두술-농양적출
"Cerebral Lobectomy, Hemispherectomy",뇌엽절제술 [반구절제포함]
Neurectomy- Trigeminal,두개강내뇌신경수술(신경절단술)-삼차신경
Neurectomy- Medullary Tractomy Or Pedunculectomy,두개강내뇌신경수술(신경절단술)-연수수삭또는중뇌수삭전리술
Neurectomy-Others,두개강내뇌신경수술(신경절단술)-기타신경
Neurectomy-Vestibular,두개강내뇌신경수술(신경절단술)-전정신경
Microdecompression- Trigeminal Nerve,두개강내뇌신경수술(신경미세감압술)-삼차신경
Microdecompression-Others,두개강내뇌신경수술(신경미세감압술)-기타신경
Neuroplasty,두개강내뇌신경수술-신경성형술
Operation Of Skull Base-Anterior Cranial Fossa,뇌기저부수술 [경막을 이용한 이식포함]-전두개와
Operation Of Skull Base-Middle Cranial Fossa,뇌기저부수술 [경막을 이용한 이식포함]-중두개와
Operation Of Skull Baseposterior Cranial Fossa,뇌기저부수술 [경막을 이용한 이식포함]-후두개와
Secondary Repair Of Dura After Operation Of Skull Base,뇌기저부수술후경막복원술
Percutaneous Aspiration Of Spinal Cord Cyst Or Sinus,경피적척수낭종혹은공동흡인술
Operation Of Spine-Myelotomy,"척수신경수술[파괴,절개,절단등]-DREZ파괴술"
Operation Of Spine-Rhizotomy,"척수신경수술[파괴,절개,절단등]-신경근절개술"
Operation Of Spine-Cordotomy,"척수신경수술[파괴,절개,절단등]-척수절단술"
Operation Of Spine-Section Of Spinal Accessory Nerve,"척수신경수술[파괴,절개,절단등]-척수부신경절개"
"Radiofrequency Ablation Of Spine, Percutaneous-Simple",경피적척추고주파열응고술[척수포함]-단순
"Radiofrequency Ablation Of Spine, Percutaneous-Complex",경피적척추고주파열응고술[척수포함]-복잡[3부위이상]
Sympathectomy-Cervical,교감신경절절제술-경부
Sympathectomy- Thoracic,교감신경절절제술-흉부
Sympathectomy- Lumbar,교감신경절절제술-요부
Sympathectomy-Carotid Artery Area,교감신경절절제술-경동맥주위
Sympathectomy-Femoral Artery Area,교감신경절절제술-고동맥주위
Sympathectomy-Others,교감신경절절제술-기타
Evisceration,안구내용제거술
Removal Of Intraocular Foreign Body-With Magnet,안구내이물제거술-자석이용
Removal Of Intraocular Foreign Body-Others,안구내이물제거술-기타의것
Removal Of Intraorbital Foreign Body,안와내이물제거술
Enucleation,안구적출술
Implantation Of Ocular Implant,안구충전물삽입술[2차적]
Surgery Of Corneal Ulcer- Diathermy,각막궤양수술-소작
Surgery Of Corneal Ulcer-Incision,각막궤양수술-절개
Surgery Of Corneal Ulcer-Conjunctival Flap,각막궤양수술-결막판피복
Surgery Of Corneal Ulcer-Cryotherapy,각막궤양수술-냉동술
Removal Of Conjunctival Foreign Body,결막이물제거술
Conjunctival Suture,결막봉합술
Excision Of Conjunctival Mass,결막종양절제술
Curettage Of Conjunctival Concretion,결막결석제거술
Removal Of Corneal Foreign Body-Simple,각막이물제거술-단순[filament제거포함]
Removal Of Corneal Foreign Body-Complex,"각막이물제거술-복잡[심층,녹제거를하는경우]"
Removal Of Scleral Foreign Body,공막이물제거술
Scleral Suture,공막봉합술
Synechiolysis,홍채유착해리술
Optical Iridectomy,광학적홍채절제술
"Suture Repairing Of Iris,Ciliary Body","홍채,모양체봉합술"
"Surgery For Glaucoma-Nonepenetrating Filtration Surgery(Deep Sclerectomy,Viscocanalostomy)",녹내장수술 [레이저사용 수술 포함]-비관통여과술
Surgery For Glaucoma-Iridectomy,"녹내장수술[레이저사용수술포함]-홍채절제술[원거술,공막절개,공막절제,홍채절제]"
Surgery For Glaucoma- Filtering Operation,"녹내장수술[레이저사용수술포함]-여과수술[공막절개.절제,홍채감돈술,모양체박리술]"
Surgery For Glaucoma-Trabeculectomy,녹내장수술 [레이저사용 수술 포함]-섬유주절제술
"Surgery For Glaucoma- Photocoagulation For Iris, Ciliary Body","녹내장수술 [레이저사용 수술 포함]-홍채, 모양체응고술"
Surgery For Glaucoma-Cyclocryotherapy,녹내장수술 [레이저사용 수술 포함]-모양체냉동술
Surgery For Glaucoma-Trabeculotomy Under Microscopy,녹내장수술 [레이저사용 수술 포함]-현미경하 섬유주대 절개술
Surgery For Glaucoma-Sinusotomy Under Microscopy,녹내장수술 [레이저사용 수술 포함]-현미경하 슈렘관 개방술
Glaucoma Implant Surgery,녹내장수술[레이저사용수술포함]-녹내장임플란트삽입술
Vitreous Aspiration,유리체흡인술
Resection Of Vitreous Band Under Microscopy,현미경하 유리체 이단술
Intravitreal Injection,유리체내주입술
Resection Of Vitreous Band-Anterior Portion,유리체 견인대 해리술 [레이저이용]-안구 전반부
Resection Of Vitreous Band-Posterior Portion,유리체 견인대 해리술 [레이저이용]-안구 후반부
Anterior Chamber Paracentesis,전방천자
Anterior Chamber Irrigation,전방세척
Surgery For Cataract Or Lens-Pars Plana Lensectomy,백내장및수정체수술-모양체평면부수정체절제술
Surgery For Cataract Or Lens-Extracapsular Or Intracapsular Extraction,백내장 및 수정체 수술-수정체 낭외 또는 낭내 적출술
Surgery For After Cataract,백내장 및 수정체 수술-후발성백내장수술
Intraocular Lens Implantation-Secondary,인공수정체 삽입술-이차
Intraocular Lens Implantation-Primary,인공수정체삽입술-일차[백내장수술과동시실시시]
Intraocular Lens Exchange,인공수정체교환술
Surgery For Cataract Or Lens-Phacoemulsification,백내장및수정체수술-수정체유화술
Vitrectomy- Total,유리체절제술-전절제
Vitrectomy-Partial,유리체절제술-부분절제
Retinal Detachment Surgery,망막박리수술
Cryopexy For Retinal Tear,망막열공냉동응고술
Periretinal Membrane Peeling,망막주위막제거술
Dissection Of Optic Nerve Sheath,시신경초 개방술
Panretinal Photocoagulation,안저 광응고술 [1/4 범위]
Endolaser Photocoagulation,안구내삽관레이저광응고술
Photodynamic Therapy Of Choroidal Neovascular Membrane,광역학요법을 이용한 망막하막 제거술
Strabismus Surgery(Simple)-Single Muscle,사시수술(단순)-단일안근
Strabismus Surgery(Simple)-Multiple Muscle,사시수술(단순)-복수안근
Strabismus Surgery(Complex)-Single Muscle,"사시수술(복잡 [조정봉합술, 후고정봉합술, 외안근전이술 등])-단일안근"
Strabismus Surgery(Complex)-Multiple Muscle,"사시수술(복잡 [조정봉합술, 후고정봉합술, 외안근전이술 등])-복수안근"
Operation Of Nystagmus,안구진탕증수술
Orbital Decompression(2-Wall)-Invasive,안와감압술(2-Wall Decompression)-관혈적
Orbital Decompression(2-Wall)-Under Endoscopy,안와감압술(2-Wall Decompression)-내시경하
Endoscopic Decompression Of Optic Nerve,내시경하시신경감압술
Incision Of Orbital Abscess-Invasive,안와농양절개술-관혈적
Incision Of Orbital Abscess-Endoscopic-Orbital,안와농양절개술-내시경하[안와]
Incision Of Orbital Abscess-Endoscopic-Periorbital,안와농양절개술-내시경하[안와주위]
Orbital Exenteration,안와내용제거술
Reconstruction Of Orbital Fracture(Open Treatment),안와골절정복술-관혈적[Blow-out 골절]
Reconstruction Of Orbital Fracture-Closed Treatment,안와골절정복술-비관혈적
Enucleation And Tissue Implantation,안구적출 및 조직충전술
Removal Of Orbital Tumor-Simple,안와종양적출술-단순
Removal Of Orbital Tumor-Complex,안와종양적출술-복잡 [크렌라인 수술]
Incision Of Eyelid Abscess,안검농양절개술
Excision Of Eyelid Tumor-Benign,안검종양절제술-양성
Excision Of Eyelid Tumor- Malignant,안검종양절제술-악성
Incision Of Chalazion,산립종절개술 [적출포함]
Resection Of Lid Or Tarsal Plate,안검 또는 검판절제술
Surgery For Ectropion-Simple,안검외반증수술[점막또는피부의식피술료포함]-간단[피부에한하는것]
Surgery For Ectropion-Extensive,"안검외반증수술[점막또는피부의식피술료포함]-광범위[피부와피하,근육,검판등교정]"
Surgery For Entropion-Simple,안검내반증수술-간단[피부에한하는것]
Surgery For Entropion-Extensive,"안검내반증수술-광범위[피부와피하,근육,검판등교정]"
Surgery For Blepharoptosis-Fascia Lata Sling,안검하수증수술-근막수술
Surgery For Blepharoptosis-Muscle Resection,안검하수증수술-근절제술
Surgery For Blepharoptosis-Others,안검하수증수술-기타수술
Lateral Canthotomy,외안각절개술
Conjunctival Sac Reconstruction,결막낭재건술[의안삽입을위한것]
Conjunctival Sac Reformation-Partial,결막낭성형술[점막 또는 피부의 식피술료 포함]-부분
Conjunctival Sac Reformation-Total,결막낭성형술[점막 또는 피부의 식피술료 포함]-전체
Conjunctival Sac Reformation-Combined Plastic Surgery Of Skin And Conjunctivoplasty Etc.,결막낭성형술[점막 또는 피부의 식피술료 포함]-피부 및 결막성형 등 복잡한 것
Adhesionlysis Of Eyeball,안구유착박리술
Operation Of Pterygium-Flap Transposition Etc.,익상편 수술-판이식 등 복합수술
Operation Of Pterygium-Others,익상편 수술-기타의 것
Pingecula Operation,검열반수술
Keratectomy,각막절제술
Canthoplasty,내안각성형술
Keratoplasty-Superficial,각막이식-표층
Keratoplasty-Full Thickness,각막이식-전층
 Perilimbal Cell Transplantation ,각막윤부세포이식술[채취료포함]
Corneal Suture Removal Under Microscopy,현미경하 각막봉합사제거술
Incision Of Hordeolum,맥립종절개술
Correction Of Lid Retraction,안검연축교정술
Suture Of Eyelid Laceration-Simple,안검봉합술-단순
Suture Of Eyelid Laceration-Through And Through,안검봉합술-전층
Epilation Of Trichiasis,첩모발거술 [다수]
Electrolysis Of Trichiasis,첩모전기분해술 [모근파괴]
Tarsorrhaphy,검판봉합술
Dacryoadenectomy,누선절제술
Lacrimal Sac Irrigation,누낭세척술
Incision Of Lacrimal Duct,누관절개술
Reconstruction Of Lacrimal Canaliculi,누소관성형술 [누관내삽관포함]
Incision Of Lacrimal Sac,누낭절개술
Laser Dacryocystrorhinostomy,레이저누낭및비루관절개술
Dacryocystectomy,누낭절제술
Nasolacrimal Duct Bougination,비루관부지법
Punctal Occlusion,누점폐쇄술
Lacrimal Canal Tubing,누관튜브법
Endoscopic Lacrimal  Stent Insertion,내시경하누관스텐트삽입술
Surgery For Congenital Agenesis Of Nasolacrimal Duct,선천성비루관폐색개방술
Dacryocystorhinostomy,누낭비강문합술
Conjunctival Dacryocystorhinostomy,결막누낭비강문합술
Congenital Preauricular Fistulectomy,선천성이루관적출술
Ear Polypectomy,이용적출술
Foreign Body Removal Of Ear Canal Or Removal Of Impacted Cerumen-Complex,외이도이물 또는 이구전색제거 [간단한 것은 기본 진료료에 포함]-복잡한 것
Foreign Body Removal Of Ear Canal Or Removal Of Impacted Cerumen-Extremely Complex,외이도이물 또는 이구전색제거 [간단한 것은 기본 진료료에 포함]-극히 복잡한 것 [진주종제거 포함]
Incision Of Otofuruncle,이절절개술
Incision And Drainage Of Otohematoma,이개혈종절개배액
Surgery Of Obstruction Of External Auditory Canal-Complete,외이도폐쇄증수술-완전
Surgery Of Obstruction Of External Auditory Canal-Partial,외이도폐쇄증수술-부분
Excision Of External Auditory Canal Tumor-Benign,외이도종양적출술-양성
Excision Of External Auditory Canal Tumor- Malignant,외이도종양적출술-악성
Myringotomy,고막절개
Curettage Of Tympanic Membrane,고막소파술
Cautery Of Tympanic Membrane,고막소작술
Ventilation Tube Insertion,중이내튜브유치술
Tympanic Irrigation,고실세척
Exploratory Tympanotomy,고실개방술
Tympanoplasty,고실성형술[점막 또는 피부의 식피술료 포함]
Myringoplasty,고막성형술
Patch Graft For Tympanic Membrane Perforation Under Microscopy,현미경하고막팻치술
Debridement Of Middle Ear Cavity Under Microscopy,현미경하중이청소술
Eustachian Tube Bougie Or Catherization,이관부지법 또는 카테타법 [통기법 또는 고막맛사지 병행 포함]
Canal Up Mastoidectomy,유양동절제술-공동폐쇄유양동절제술
Canal Down Mastoidectomy,유양동절제술-공동개방유양동절제술
"Stapedectomy, Stapedotomy",등골수술 [난원창개술포함]
Laser Stapedotomy,레이저등골절개술
Decompression Of Facial Nerve-Transauricular Approach,"안면신경감압술-이과적접근[유양동,경미로]"
Decompression Of Facial Nerve-Transcranial Approach,안면신경감압술-두개접근
Decompression Of Facial Nerve-Combined Approach,안면신경감압술-복합접근
Repair Of Postauricular Fistula,이후루공폐쇄술
Labyrinthectomy-Transmastoid,미로절제술-유양동경유
Labyrinthectomy- Transcanal,미로절제술-고실경유
Labyrinthectomy- Chemical,미로절제술-약물주입이용한것
Surgery Of Acoustic Neuroma-Transauricular Approach,"청신경종양적출술-이과적접근[경미로,경와우,후미로등]"
Surgery Of Acoustic Neuroma-Transcranial Approach,청신경종양적출술-두개접근
Surgery Of Acoustic Neuroma- Combined Approach,청신경종양적출술-복합접근
Surgery For Middle Ear Tumor,중이암제거술[사구종포함]
Petrosectomy,추체돌기개방술
Incision And Drainage Of Subperiosteal Abscess,골막하농양절개배액술
Fenestration Of Semicircular Canal,반고리관미로개창술
Occlusion Of Semicircular Canal,반고리관폐쇄술
Decompression Of Endolymphatic Sac,내임파낭감압술
Ossicular Reconstruction,이소골재건술
Cochlear Implant,인공와우이식술
"Incision 1Cm Below 1St Site, Others","절개술(안면과경부이외,제1범위,1cm미만)"
"Incision 1Cm~2Cm 1St Site, Others","절개술(안면과경부이외,제1범위,1cm이상~2cm미만)"
"Incision 2Cm Over 1St Site, Others","절개술(안면과경부이외,제1범위,2cm이상)"
"Incision 1Cm Below ,From 2Nd Site (Per 1 Site), Others","절개술(안면과경부이외,제2범위부터1범위당,1cm미만)"
"Incision 1Cm~2Cm From 2Nd Site (Per 1 Site), Others","절개술(안면과경부이외,제2범위부터1범위당,1cm이상~2cm미만)"
"Incision 2Cm Over From 2Nd Site (Per 1 Site), Others","절개술(안면과경부이외,제2범위부터1범위당,2cm이상)"
"Suture Including Debridement 1.5Cm Below, 1St Site, Face Or Neck","창상봉합술(안면또는경부,변연절제포함,제1범위,길이1.5cm미만)"
"Suture Including Debridement 1.5Cm∼3.0Cm,1St Site, Face Or Neck","창상봉합술(안면또는경부,변연절제포함,제1범위,길이1.5cm이상~3.0cm미만)"
"Suture Including Debridement 3.0Cm Over Or To Mucle, 1St Site, Face Or Neck","창상봉합술(안면또는경부,변연절제포함,제1범위,길이3cm이상또는근육에달하는것)"
"Suture Including Debridement 1.5Cm Below,,From 2Nd Site (Per 1 Site), Face Or Neck","창상봉합술(안면또는경부,변연절제포함,제2범위부터1범위당,길이1.5cm미만)"
"Suture Including Debridement 1.5Cm∼3.0Cm,,From 2Nd Site (Per 1 Site), Face Or Neck","창상봉합술(안면또는경부,변연절제포함,제2범위부터1범위당,길이1.5cm이상~3.0cm미만)"
"Suture Including Debridement 3.0Cm Over Or To Mucle,,From 2Nd Site (Per 1 Site), Face Or Neck","창상봉합술(안면또는경부,변연절제포함,제2범위부터1범위당,길이3cm이상또는근육에달하는것)"
Free Flap-Others,피판작성술-유리피판술[피부또는근육](기타)
Free Sensory Flap- Others,피판작성술-유리감각피판술[근육-신경](기타)
Free Comopsite Tissue Flap-Free Tendocutaneous Flap-Others,피판작성술-유리복합조직이식술(유리건-피부피판술[피부-건-신경 또는 피부-건])(기타)
Free Comopsite Tissue Flap-Free Musculocutaneous Flap-Others,피판작성술-유리복합조직이식술(유리근육-피부피판술[피부-근육-신경 또는 피부-근육])(기타)
"Free Omental Flap, Free Jejunal Flap-Others","피판작성술-유리대망이식술,유리공장이식술(기타)"
"Simple Suture 2.5Cm Below, 1St Site, Others","창상봉합술(안면과경부이외,단순봉합,제1범위,길이2.5cm미만)"
"Simple Suture 2.5Cm∼5.0Cm,1St Site, Others","창상봉합술(안면과경부이외,단순봉합,제1범위,길이2.5cm이상~5.0cm미만)"
"Simple Suture 5.0Cm Over Or To Mucle, 1St Site, Others","창상봉합술(안면과경부이외,단순봉합,제1범위,길이5.0cm이상또는근육에달하는것)"
"Simple Suture 2.5Cm Below, From 2Nd Site (Per 1 Site), Others","창상봉합술(안면과경부이외,단순봉합,제2범위부터1범위당,길이2.5cm미만)"
"Simple Suture 2.5Cm~ 5.0Cm, From 2Nd Site (Per 1 Site), Others","창상봉합술(안면과경부이외,단순봉합,제2범위부터1범위당,길이2.5cm이상~5.0cm미만)"
"Simple Suture 5.0Cm Over Or To Mucle, From 2Nd Site (Per 1 Site), Others","창상봉합술(안면과경부이외,단순봉합,제2범위부터1범위당,길이5cm이상또는근육에달하는것)"
Skin Flap-Local-Face,피판작성술-피부-국소(안면부)
Skin Flap-Distant-Except Hand-Face,"피판작성술-피부-원거리-수부이외[서혜부,복부,둔부,교차상지,교차하지등](안면부)"
Skin Flap-Distant-Within Hand-Face,"피판작성술-피부-원거리-수부내[교차수지피판,무지구피판등](안면부)"
Island Flap-Face,피판작성술-도서형(안면부)
Muscle Flap-Face,피판작성술-근(안면부)
Musculocutaneous Flap Or Myocutaneous Flap-Face,피판작성술(근-피부)(안면부)
Fascia Flap-Face,피판작성술-근막(안면부)
Fasciocutaneous Flap-Face,피판작성술(근막-피부)(안면부)
"Cadaveric Skin Graft, 25㎠ Below, Face Or Joint","사체피부이식술 (안면 또는 관절부, 25㎠미만)"
"Cadaveric Skin Graft, 25㎠ Over, Face Or Joint","사체피부이식술 (안면 또는 관절부, 25㎠이상)"
"Cadaveric Skin Graft, 25㎠ Below, Others","사체피부이식술 (기타, 25㎠미만)"
"Cadaveric Skin Graft, 25㎠~100㎠, Others","사체피부이식술 (기타, 25㎠이상~100㎠미만)"
"Cadaveric Skin Graft, 100㎠~400㎠, Others","사체피부이식술 (기타, 100㎠이상~400㎠미만)"
"Cadaveric Skin Graft, 400㎠~900㎠, Others","사체피부이식술 (기타, 400㎠이상~900㎠미만)"
"Cadaveric Skin Graft, 900㎠ Over, Others","사체피부이식술 (기타, 900㎠이상)"
"Suture Including Debridement 2.5Cm Below, 1St Site, Ohers","창상봉합술(안면과경부이외,변연절제포함,제1범위,길이2.5cm미만)"
"Suture Including Debridement 2.5Cm∼5.0Cm,1St Site, Ohers","창상봉합술(안면과경부이외,변연절제포함,제1범위,길이2.5cm이상~5.0cm미만)"
"Suture Including Debridement 5.0Cm Over Or To Mucle, 1St Site, Face Or Neck","창상봉합술(안면과경부이외,변연절제포함,제1범위,길이5cm이상또는근육에달하는것)"
"Suture Including Debridement 2.5Cm Below,,From 2Nd Site (Per 1 Site), Ohers","창상봉합술(안면과경부이외,변연절제포함,제2범위부터1범위당,길이2.5cm미만)"
"Suture Including Debridement 2.5Cm∼5.0Cm,,From 2Nd Site (Per 1 Site),Ohers","창상봉합술(안면과경부이외,변연절제포함,제2범위부터1범위당,길이2.5cm이상~5.0cm미만)"
"Suture Including Debridement 5.0Cm Over Or To Mucle,,From 2Nd Site (Per 1 Site),Ohers","창상봉합술(안면과경부이외,변연절제포함,제2범위부터1범위당,길이5cm이상또는근육에달하는것)"
"Only Cleaning Or Debridement Of Wound, Others","창상봉합술(안면과경부이외,창상청소및변연절제만실시한경우)"
Free Flap-Face,피판작성술-유리피판술[피부또는근육](안면부)
Free Sensory Flap- Face,피판작성술-유리감각피판술[근육-신경](안면부)
Free Comopsite Tissue Flap-Free Tendocutaneous Flap-Face,피판작성술-유리복합조직이식술(유리건-피부피판술[피부-건-신경 또는 피부-건])(안면부)
Free Comopsite Tissue Flap-Free Musculocutaneous Flap-Face,피판작성술-유리복합조직이식술(유리근육-피부피판술[피부-근육-신경 또는 피부-근육])(안면부)
"Free Omental Flap, Free Jejunal Flap-Face","피판작성술-유리대망이식술,유리공장이식술(안면부)"
Implantation Of Spinal Neurostimulator Electrodes  ,"척수신경자극기설치, 교환 및 제거술(관혈적)-신경근절개를 하는 경우"
Implantation Of Spinal Cord Stimulator Pulse Generator ,"척수신경자극기설치, 교환 및 제거술-영구자극기설치술[경피적]-자극기설치술"
Electric Analysis And Reprogramming Of Spinal Cord Stimulator,"척수신경자극기설치, 교환 및 제거술-영구자극기설치술[경피적]-자극분석및재조정"
Change Of Spinal  Cord Stimulator Pulse Generator,"척수신경자극기설치, 교환 및 제거술-영구자극기설치술[경피적]-자극발생기교환술"
Removal Of Sinal Cord Stimulator Lead And Pulse Generator,"척수신경자극기설치, 교환 및 제거술-영구자극기설치술[경피적]-전극및자극발생기제거술"
Lead  Implantation Of Spinal Cord Stimulator And Trial Stimulation,"척수신경자극기설치, 교환 및 제거술-시험적거치술[경피적]-전극설치술및시험적자극술"
Electric Analysis Of Spinal Cord Stimulator,"척수신경자극기설치, 교환 및 제거술-시험적거치술[경피적]-자극분석"
Removal Of Spinal Cord Stimulator Lead,"척수신경자극기설치, 교환 및 제거술-시험적거치술[경피적]-전극제거술"
Shoulder Spica,견수상[흉부로부터 수부까지]
Long Arm,장상지[상완으로부터 수부까지]
Short Arm,단상지[전완으로부터 수부까지]
Hip Spica,"고수상[요부로부터 족부까지,척추 cast포함]"
Patella Tendon Bearing Cast,슬개건 부하캐스트
Body Cast,Minerva형 체간캐스트
Finger Cast,손가락캐스트
Velpeau Cast,벨포캐스트
Figure Of Eight Cast,8자형 석고
"Shoulder Spica, Hip Spica, Body Cast","석고제거-견수상,고수상,체간캐스트"
"Long Arm, Long Leg, Velpeau","석고제거-장상지,장하지,벨포캐스트"
"Short Arm, Short Leg, Figure-Of-Eight","석고제거-단상지,단하지,8자형캐스트"
Removal Of Cast,"캐스트절할사용-견수상,고수상,체간캐스트"
Repair Of Cast,석고의 수선
Long Leg,부목-장하지[대퇴로부터 족부까지]
Short Leg,부목-단하지[하퇴로부터 족부까지]
Finger,부목-수지부
"Thorax, Low Back","반창고부착술-흉곽부,하요추부"
"Shoulder, Hip","반창고부착술- 견관절부,고관절부"
"Elbow, Knee, Wrist, Ankle","반창고부착술-주관절부,슬관절부,완관절부,족관절부"
Simple Treatment,보통처치 [1치1회당]
Dental Sedative Filling,치아진정처치 [1치당]
Removal of Fractured Tooth Fragment,치아파절편제거 [1치당]
Pulp Capping,치수복조 [1치당]
"Desensitizing Treatment [Topical Application, Iontophoresis]","지각과민처치 [1치당]-약물도포,이온도입법의 경우"
Access Cavity Preparation,근관와동형성 [1근관당]
Treatment for One Visit Filling,즉일충전처치 [1치당]
Permanent Tooth,당일발수근충[1근관당]-영구치
Deciduous Tooth,당일발수근충[1근관당]-유치
Pulpotomy,치수절단 [1치당]
Pulp Extirpation,발수(1근관당)
Root Canal Irrigation,근관세척[1근관 1회당]
Root Canal Enlargement,근관확대(1근관1회당)
Root Canal Filling with Single Cone Method,단순근관충전(1근관당)
Root Canal Filling with Condensation Method,가압근관충전(1근관당)
Amalgam Filling,아말감 충전(1치당)-1면
Rubber Dam Application,러버댐장착 [1악당]
Cavity Preparation,와동형성 [1치당]-1면
Removal of Broken Instruments,파절기구제거
Restoration Polishing,충전물연마 [1치당]
Emergency Pulp Treatment,응급근관처치 [1치당]
Recemetation,보철물 재부착 [1치당]
Subgingival Curettage,치주소파술 [1/3악당]
Excisional New Attachment Procedure,치은신부착술[1/3악당]
Gingivoplasty,치은성형술[1/3악당]
Gingivectomy,치은절제술[1/3악당]
Periodontal Flap Operation,치은박리소파술-간단 [1/3악당]
Root Conditioning,치근면처치술[1/3악당]
"Allogenic, Xenogenous, or Substitute Bone Graft","치조골결손부 골이식술(동종골,이종골,합성골이식의 경우)"
Autogenous Bone Graft,치조골결손부 골이식술(자가골이식의 경우[채취포함])
without Bone Graft,조직유도재생술(골이식을 동반하지 아니한 경우)
Removal of Barrier Membrane,조직유도재생막 제거술
"Laterally Positioned Flap, Coronally Positioned Flap","치은측방변위판막술,치관변위판막술"
Gingival Graft,치은이식술
Selective Root Amputation,선택적치근절제술[1치당]
Hemisection,치아반측절제술[1치당]
Postoperative Dressing- Simple,수술후 처치 [1일당]-단순처치
Postoperative Dressing- After Major Operation,수술후 처치 [1일당]-대수술후처치
"Postoperative Infected Wound, Drain Change etc.","수술후 처치 [1일당]-수술후 염증성처치, 배액관교환(Dressing 포함)등"
